item_id,tier,input_type,task,source,latency_ms,n_corrections,n_expected,tp,fp,fn,string_match_rate,detected_input_type,expected_label,predicted_label,error_type,error,available
kaggle_01178,better,general,span_correction,kaggle_gec,29.08,1,2,1,0,0,1.000,,,,Preposition,,True
kaggle_01178,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_unavailable: smart,False
kaggle_01179,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_not_applicable: fast,False
kaggle_01179,better,general,span_correction,kaggle_gec,25.37,1,2,1,0,1,0.000,,,,Verb Tense,,True
kaggle_01179,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_unavailable: smart,False
kaggle_01180,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_not_applicable: fast,False
kaggle_01180,better,general,span_correction,kaggle_gec,28.10,0,2,0,0,2,0.000,,,,Noun Form,,True
kaggle_01180,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_unavailable: smart,False
kaggle_01181,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_not_applicable: fast,False
kaggle_01181,better,general,span_correction,kaggle_gec,28.54,0,2,0,0,2,0.000,,,,Pronoun,,True
kaggle_01181,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_unavailable: smart,False
kaggle_01182,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_not_applicable: fast,False
kaggle_01182,better,general,span_correction,kaggle_gec,19.72,1,1,1,0,0,0.000,,,,Subject-Verb Agreement,,True
kaggle_01182,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_unavailable: smart,False
kaggle_01183,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_not_applicable: fast,False
kaggle_01183,better,general,span_correction,kaggle_gec,25.85,0,2,0,0,2,0.000,,,,Pronoun,,True
kaggle_01183,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_unavailable: smart,False
kaggle_01184,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_not_applicable: fast,False
kaggle_01184,better,general,span_correction,kaggle_gec,28.88,1,1,1,0,0,1.000,,,,Article,,True
kaggle_01184,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_unavailable: smart,False
kaggle_01185,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_not_applicable: fast,False
kaggle_01185,better,general,span_correction,kaggle_gec,25.47,1,1,1,0,0,1.000,,,,Article,,True
kaggle_01185,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_unavailable: smart,False
kaggle_01186,fast,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_not_applicable: fast,False
kaggle_01186,better,general,span_correction,kaggle_gec,29.47,0,3,0,0,3,0.000,,,,Word Order,,True
kaggle_01186,smart,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_unavailable: smart,False
kaggle_01187,fast,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_not_applicable: fast,False
kaggle_01187,better,general,span_correction,kaggle_gec,41.33,0,3,0,0,3,0.000,,,,Word Order,,True
kaggle_01187,smart,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_unavailable: smart,False
kaggle_01188,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_not_applicable: fast,False
kaggle_01188,better,general,span_correction,kaggle_gec,27.79,1,2,1,0,1,0.000,,,,Verb Tense,,True
kaggle_01188,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_unavailable: smart,False
kaggle_01189,fast,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_not_applicable: fast,False
kaggle_01189,better,general,span_correction,kaggle_gec,35.44,0,3,0,0,3,0.000,,,,Word Order,,True
kaggle_01189,smart,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_unavailable: smart,False
kaggle_01190,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_not_applicable: fast,False
kaggle_01190,better,general,span_correction,kaggle_gec,37.62,1,1,1,0,0,1.000,,,,Article,,True
kaggle_01190,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_unavailable: smart,False
kaggle_01191,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_not_applicable: fast,False
kaggle_01191,better,general,span_correction,kaggle_gec,33.68,1,2,1,0,1,0.000,,,,Verb Tense,,True
kaggle_01191,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_unavailable: smart,False
kaggle_01192,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_not_applicable: fast,False
kaggle_01192,better,general,span_correction,kaggle_gec,32.95,1,2,1,0,0,1.000,,,,Preposition,,True
kaggle_01192,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_unavailable: smart,False
kaggle_01193,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_not_applicable: fast,False
kaggle_01193,better,general,span_correction,kaggle_gec,29.29,1,1,1,0,0,1.000,,,,Article,,True
kaggle_01193,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_unavailable: smart,False
kaggle_01194,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_not_applicable: fast,False
kaggle_01194,better,general,span_correction,kaggle_gec,26.79,1,2,1,0,1,0.000,,,,Verb Tense,,True
kaggle_01194,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_unavailable: smart,False
kaggle_01195,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_not_applicable: fast,False
kaggle_01195,better,general,span_correction,kaggle_gec,30.22,1,2,1,0,0,1.000,,,,Preposition,,True
kaggle_01195,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_unavailable: smart,False
kaggle_01196,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_not_applicable: fast,False
kaggle_01196,better,general,span_correction,kaggle_gec,26.22,0,2,0,0,2,0.000,,,,Noun Form,,True
kaggle_01196,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_unavailable: smart,False
kaggle_01197,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_not_applicable: fast,False
kaggle_01197,better,general,span_correction,kaggle_gec,27.71,1,1,1,0,0,1.000,,,,Article,,True
kaggle_01197,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_unavailable: smart,False
kaggle_01198,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_not_applicable: fast,False
kaggle_01198,better,general,span_correction,kaggle_gec,26.17,0,2,0,0,2,0.000,,,,Pronoun,,True
kaggle_01198,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_unavailable: smart,False
kaggle_01199,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_not_applicable: fast,False
kaggle_01199,better,general,span_correction,kaggle_gec,26.27,1,1,1,0,0,1.000,,,,Article,,True
kaggle_01199,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_unavailable: smart,False
kaggle_01200,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_not_applicable: fast,False
kaggle_01200,better,general,span_correction,kaggle_gec,27.87,1,2,1,0,1,0.000,,,,Verb Tense,,True
kaggle_01200,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_unavailable: smart,False
kaggle_01201,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_not_applicable: fast,False
kaggle_01201,better,general,span_correction,kaggle_gec,25.86,0,2,0,0,2,0.000,,,,Noun Form,,True
kaggle_01201,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_unavailable: smart,False
kaggle_01202,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_not_applicable: fast,False
kaggle_01202,better,general,span_correction,kaggle_gec,31.05,1,2,1,0,0,1.000,,,,Preposition,,True
kaggle_01202,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_unavailable: smart,False
kaggle_01203,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_not_applicable: fast,False
kaggle_01203,better,general,span_correction,kaggle_gec,20.35,1,1,1,0,0,0.000,,,,Subject-Verb Agreement,,True
kaggle_01203,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_unavailable: smart,False
kaggle_01204,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_not_applicable: fast,False
kaggle_01204,better,general,span_correction,kaggle_gec,27.56,1,1,1,0,0,1.000,,,,Article,,True
kaggle_01204,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_unavailable: smart,False
kaggle_01205,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_not_applicable: fast,False
kaggle_01205,better,general,span_correction,kaggle_gec,28.95,1,2,1,0,0,1.000,,,,Preposition,,True
kaggle_01205,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_unavailable: smart,False
kaggle_01206,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_not_applicable: fast,False
kaggle_01206,better,general,span_correction,kaggle_gec,19.34,1,1,1,0,0,0.000,,,,Subject-Verb Agreement,,True
kaggle_01206,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_unavailable: smart,False
kaggle_01207,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_not_applicable: fast,False
kaggle_01207,better,general,span_correction,kaggle_gec,29.26,1,2,1,0,0,1.000,,,,Preposition,,True
kaggle_01207,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_unavailable: smart,False
kaggle_01208,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_not_applicable: fast,False
kaggle_01208,better,general,span_correction,kaggle_gec,20.22,1,1,1,0,0,0.000,,,,Subject-Verb Agreement,,True
kaggle_01208,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_unavailable: smart,False
kaggle_01209,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_not_applicable: fast,False
kaggle_01209,better,general,span_correction,kaggle_gec,25.64,1,1,1,0,0,1.000,,,,Article,,True
kaggle_01209,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_unavailable: smart,False
kaggle_01210,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_not_applicable: fast,False
kaggle_01210,better,general,span_correction,kaggle_gec,27.04,0,2,0,0,2,0.000,,,,Pronoun,,True
kaggle_01210,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_unavailable: smart,False
kaggle_01211,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_not_applicable: fast,False
kaggle_01211,better,general,span_correction,kaggle_gec,19.57,1,1,1,0,0,0.000,,,,Subject-Verb Agreement,,True
kaggle_01211,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_unavailable: smart,False
kaggle_01212,fast,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_not_applicable: fast,False
kaggle_01212,better,general,span_correction,kaggle_gec,28.50,0,3,0,0,3,0.000,,,,Word Order,,True
kaggle_01212,smart,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_unavailable: smart,False
kaggle_01213,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_not_applicable: fast,False
kaggle_01213,better,general,span_correction,kaggle_gec,27.43,1,1,1,0,0,1.000,,,,Article,,True
kaggle_01213,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_unavailable: smart,False
kaggle_01214,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_not_applicable: fast,False
kaggle_01214,better,general,span_correction,kaggle_gec,26.41,0,2,0,0,2,0.000,,,,Noun Form,,True
kaggle_01214,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_unavailable: smart,False
kaggle_01215,fast,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_not_applicable: fast,False
kaggle_01215,better,general,span_correction,kaggle_gec,29.77,0,3,0,0,3,0.000,,,,Word Order,,True
kaggle_01215,smart,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_unavailable: smart,False
kaggle_01216,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_not_applicable: fast,False
kaggle_01216,better,general,span_correction,kaggle_gec,20.79,1,1,1,0,0,0.000,,,,Subject-Verb Agreement,,True
kaggle_01216,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_unavailable: smart,False
kaggle_01217,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_not_applicable: fast,False
kaggle_01217,better,general,span_correction,kaggle_gec,25.64,1,2,1,0,1,0.000,,,,Verb Tense,,True
kaggle_01217,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_unavailable: smart,False
kaggle_01218,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_not_applicable: fast,False
kaggle_01218,better,general,span_correction,kaggle_gec,29.48,1,2,1,0,0,1.000,,,,Preposition,,True
kaggle_01218,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_unavailable: smart,False
kaggle_01219,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_not_applicable: fast,False
kaggle_01219,better,general,span_correction,kaggle_gec,27.23,0,2,0,0,2,0.000,,,,Pronoun,,True
kaggle_01219,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_unavailable: smart,False
kaggle_01220,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_not_applicable: fast,False
kaggle_01220,better,general,span_correction,kaggle_gec,26.12,0,2,0,0,2,0.000,,,,Pronoun,,True
kaggle_01220,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_unavailable: smart,False
kaggle_01221,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_not_applicable: fast,False
kaggle_01221,better,general,span_correction,kaggle_gec,19.37,1,1,1,0,0,0.000,,,,Subject-Verb Agreement,,True
kaggle_01221,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_unavailable: smart,False
kaggle_01222,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_not_applicable: fast,False
kaggle_01222,better,general,span_correction,kaggle_gec,29.30,0,2,0,0,2,0.000,,,,Noun Form,,True
kaggle_01222,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_unavailable: smart,False
kaggle_01223,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_not_applicable: fast,False
kaggle_01223,better,general,span_correction,kaggle_gec,32.40,1,2,1,0,0,1.000,,,,Preposition,,True
kaggle_01223,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_unavailable: smart,False
kaggle_01224,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_not_applicable: fast,False
kaggle_01224,better,general,span_correction,kaggle_gec,27.92,0,2,0,0,2,0.000,,,,Noun Form,,True
kaggle_01224,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_unavailable: smart,False
kaggle_01225,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_not_applicable: fast,False
kaggle_01225,better,general,span_correction,kaggle_gec,27.06,0,2,0,0,2,0.000,,,,Pronoun,,True
kaggle_01225,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_unavailable: smart,False
kaggle_01226,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_not_applicable: fast,False
kaggle_01226,better,general,span_correction,kaggle_gec,26.73,0,2,0,0,2,0.000,,,,Noun Form,,True
kaggle_01226,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_unavailable: smart,False
kaggle_01227,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_not_applicable: fast,False
kaggle_01227,better,general,span_correction,kaggle_gec,25.33,1,2,1,0,1,0.000,,,,Verb Tense,,True
kaggle_01227,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_unavailable: smart,False
kaggle_01228,fast,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_not_applicable: fast,False
kaggle_01228,better,general,span_correction,kaggle_gec,30.62,0,3,0,0,3,0.000,,,,Word Order,,True
kaggle_01228,smart,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_unavailable: smart,False
kaggle_01229,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_not_applicable: fast,False
kaggle_01229,better,general,span_correction,kaggle_gec,26.36,0,2,0,0,2,0.000,,,,Noun Form,,True
kaggle_01229,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_unavailable: smart,False
kaggle_01230,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_not_applicable: fast,False
kaggle_01230,better,general,span_correction,kaggle_gec,27.15,0,2,0,0,2,0.000,,,,Pronoun,,True
kaggle_01230,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_unavailable: smart,False
kaggle_01231,fast,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_not_applicable: fast,False
kaggle_01231,better,general,span_correction,kaggle_gec,32.10,0,3,0,0,3,0.000,,,,Word Order,,True
kaggle_01231,smart,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_unavailable: smart,False
kaggle_01232,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_not_applicable: fast,False
kaggle_01232,better,general,span_correction,kaggle_gec,26.46,1,2,1,0,1,0.000,,,,Verb Tense,,True
kaggle_01232,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_unavailable: smart,False
kaggle_01233,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_not_applicable: fast,False
kaggle_01233,better,general,span_correction,kaggle_gec,28.73,1,2,1,0,0,1.000,,,,Preposition,,True
kaggle_01233,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_unavailable: smart,False
kaggle_01234,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_not_applicable: fast,False
kaggle_01234,better,general,span_correction,kaggle_gec,20.72,1,1,1,0,0,0.000,,,,Subject-Verb Agreement,,True
kaggle_01234,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_unavailable: smart,False
kaggle_01235,fast,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_not_applicable: fast,False
kaggle_01235,better,general,span_correction,kaggle_gec,29.50,0,3,0,0,3,0.000,,,,Word Order,,True
kaggle_01235,smart,general,span_correction,kaggle_gec,0.00,0,3,0,0,3,0.000,,,,Word Order,tier_unavailable: smart,False
kaggle_01236,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_not_applicable: fast,False
kaggle_01236,better,general,span_correction,kaggle_gec,19.13,1,1,1,0,0,0.000,,,,Subject-Verb Agreement,,True
kaggle_01236,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_unavailable: smart,False
kaggle_01237,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_not_applicable: fast,False
kaggle_01237,better,general,span_correction,kaggle_gec,26.82,1,2,1,0,1,0.000,,,,Verb Tense,,True
kaggle_01237,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_unavailable: smart,False
kaggle_01238,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_not_applicable: fast,False
kaggle_01238,better,general,span_correction,kaggle_gec,27.94,1,1,1,0,0,1.000,,,,Article,,True
kaggle_01238,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_unavailable: smart,False
kaggle_01239,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_not_applicable: fast,False
kaggle_01239,better,general,span_correction,kaggle_gec,25.80,0,2,0,0,2,0.000,,,,Pronoun,,True
kaggle_01239,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_unavailable: smart,False
kaggle_01240,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_not_applicable: fast,False
kaggle_01240,better,general,span_correction,kaggle_gec,27.51,1,2,1,0,1,0.000,,,,Verb Tense,,True
kaggle_01240,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_unavailable: smart,False
kaggle_01241,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_not_applicable: fast,False
kaggle_01241,better,general,span_correction,kaggle_gec,20.14,1,1,1,0,0,0.000,,,,Subject-Verb Agreement,,True
kaggle_01241,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_unavailable: smart,False
kaggle_01242,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_not_applicable: fast,False
kaggle_01242,better,general,span_correction,kaggle_gec,28.74,0,2,0,0,2,0.000,,,,Pronoun,,True
kaggle_01242,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_unavailable: smart,False
kaggle_01243,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_not_applicable: fast,False
kaggle_01243,better,general,span_correction,kaggle_gec,25.95,0,2,0,0,2,0.000,,,,Pronoun,,True
kaggle_01243,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_unavailable: smart,False
kaggle_01244,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_not_applicable: fast,False
kaggle_01244,better,general,span_correction,kaggle_gec,29.17,1,2,1,0,0,1.000,,,,Preposition,,True
kaggle_01244,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_unavailable: smart,False
kaggle_01245,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_not_applicable: fast,False
kaggle_01245,better,general,span_correction,kaggle_gec,28.51,1,2,1,0,0,1.000,,,,Preposition,,True
kaggle_01245,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Preposition,tier_unavailable: smart,False
kaggle_01246,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_not_applicable: fast,False
kaggle_01246,better,general,span_correction,kaggle_gec,26.38,1,1,1,0,0,1.000,,,,Article,,True
kaggle_01246,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Article,tier_unavailable: smart,False
kaggle_01247,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_not_applicable: fast,False
kaggle_01247,better,general,span_correction,kaggle_gec,27.58,1,2,1,0,1,0.000,,,,Verb Tense,,True
kaggle_01247,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_unavailable: smart,False
kaggle_01248,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_not_applicable: fast,False
kaggle_01248,better,general,span_correction,kaggle_gec,25.44,1,2,1,0,1,0.000,,,,Verb Tense,,True
kaggle_01248,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Verb Tense,tier_unavailable: smart,False
kaggle_01249,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_not_applicable: fast,False
kaggle_01249,better,general,span_correction,kaggle_gec,26.02,0,2,0,0,2,0.000,,,,Noun Form,,True
kaggle_01249,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Noun Form,tier_unavailable: smart,False
kaggle_01250,fast,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_not_applicable: fast,False
kaggle_01250,better,general,span_correction,kaggle_gec,26.70,0,2,0,0,2,0.000,,,,Pronoun,,True
kaggle_01250,smart,general,span_correction,kaggle_gec,0.00,0,2,0,0,2,0.000,,,,Pronoun,tier_unavailable: smart,False
kaggle_01251,fast,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_not_applicable: fast,False
kaggle_01251,better,general,span_correction,kaggle_gec,19.49,1,1,1,0,0,0.000,,,,Subject-Verb Agreement,,True
kaggle_01251,smart,general,span_correction,kaggle_gec,0.00,0,1,0,0,1,0.000,,,,Subject-Verb Agreement,tier_unavailable: smart,False
